AFP	APOBEC3A	ART3	CCL7	CXCL10	CXCL9	DNAH7	GRID2	HTR3A	KRT78	LAMP3	MYLK2	PGBD5	POTEKP	RAET1L	SLC28A2	SOX11	SPHK1	TH	TMEM171	TNRC18P1	TREM1	TTC6	UGT2B15	VRTN
MB-4407	3.58496250072116	6.4594316186373	6.97727992349992	4.16992500144231	7.44294349584873	6.08746284125034	5.24792751344359	4.08746284125034	4.32192809488736	4.39231742277876	9.43254190038826	4.90689059560852	7.49185309632967	2	5.28540221886225	5.12928301694497	6.02236781302845	9.9469062744564	5.35755200461808	4.8073549220576	4.32192809488736	6.64385618977472	4.32192809488736	3	2.8073549220576
MB-4254	1	8.54689445988764	7.39231742277876	3.4594316186373	11.1598713367784	10.3987436919382	3.4594316186373	1	3.16992500144231	1	8.71424551766612	1.58496250072116	9.93516504960369	9.81858217748086	2	2.32192809488736	3.90689059560852	8.8008998999203	1.58496250072116	3.70043971814109	2	3.70043971814109	2	1	1
MB-4621	3.16992500144231	4.16992500144231	5.6724253419715	4.95419631038687	5.64385618977472	6.02236781302845	5.70043971814109	4.75488750216347	8.65105169117893	5.20945336562895	6.5077946401987	5.64385618977472	8.09803208296053	7.31288295528436	5.7279204545632	5	6.44294349584873	8.21916852046216	4.32192809488736	5.55458885167764	6.4594316186373	5.8073549220576	5.28540221886225	4.58496250072116	6.8703647195834
MB-4893	1	6.7279204545632	4.39231742277876	1	12.3506629883723	11.9210970881068	3.16992500144231	1	1	1	10.4439795426013	1	6.32192809488736	5.20945336562895	1	1.58496250072116	6.32192809488736	8.54303182025524	1	1	1	1.58496250072116	1.58496250072116	1	1
MB-4859	6.8073549220576	3.32192809488736	3.8073549220576	1.58496250072116	8.83605035505807	10.5206186805563	4.4594316186373	2	2.58496250072116	2.32192809488736	9.94544383637791	2.8073549220576	5.12928301694497	9.29001884693262	3.8073549220576	2.58496250072116	4.32192809488736	8.08746284125034	2	3.16992500144231	2.8073549220576	4.24792751344359	3.4594316186373	1	1
MB-4942	1	6.79441586635011	5	1.58496250072116	12.5999128421871	11.7056323873614	3.8073549220576	1	1	1	10.967226258836	1	4.39231742277876	4.90689059560852	1	1.58496250072116	7.32192809488736	6.76818432477693	1	1.58496250072116	1	2	1	1	1
MB-4928	1.58496250072116	2.8073549220576	3.32192809488736	1.58496250072116	10.1305705628054	10.7439928610602	3.70043971814109	1.58496250072116	1.58496250072116	1.58496250072116	7.37503943134692	2	4.24792751344359	10.5933911227917	2	2.58496250072116	6.16992500144231	8.2045711442492	3.16992500144231	2.58496250072116	3	4.90689059560852	3.4594316186373	1	1
MB-4792	1	8.51175265376738	6.52356195605701	1.58496250072116	9.68123841177781	9.56985560833095	4.64385618977472	1.58496250072116	1	1	6.78135971352466	2.32192809488736	5.97727992349992	10.2585660338899	2.8073549220576	4	6.4757334309664	10.1885888457073	2	2.8073549220576	2.8073549220576	5.4262647547021	3.16992500144231	1	1
MB-5008	2.58496250072116	6.28540221886225	4.64385618977472	4.64385618977472	9.98441845880114	8.78790255939143	5.78135971352466	3.16992500144231	3.90689059560852	4.4594316186373	7.08746284125034	5	5.20945336562895	5.35755200461808	4	4.58496250072116	7.59991284218713	6.89481776330794	7.7279204545632	4.95419631038687	5.16992500144231	5.49185309632967	6.91886323727459	2	3.16992500144231
MB-6152	5.58496250072116	3.70043971814109	2.58496250072116	1	11.1111356702347	12.1130909834424	3.4594316186373	1	1	1	8.4178525148859	1	5.8073549220576	7.70043971814109	1	1.58496250072116	11.7772553151919	7.51569983828404	9.41151098801207	1	1	2	1	1	1
MB-5295	2.58496250072116	4.70043971814109	5.55458885167764	3.70043971814109	7.97727992349992	7.14974711950468	5.90689059560852	3.32192809488736	7.19967234483636	3	7.32192809488736	3.16992500144231	8.74819284958946	10.7439928610602	4.24792751344359	4.58496250072116	7.16992500144231	8.01680828768655	3.8073549220576	4.24792751344359	4.8073549220576	6.12928301694497	3.70043971814109	1.58496250072116	2
MB-6058	1	4.39231742277876	6.82017896241519	3.70043971814109	11.8486229404293	11.3646818558646	3.4594316186373	1	1.58496250072116	1	8.45121111183233	1	9.89178370321831	9.83447104998422	2.32192809488736	1.58496250072116	5.4594316186373	7.25738784269265	1	1.58496250072116	1	3.8073549220576	1.58496250072116	1	1
MB-6052	1.58496250072116	4.32192809488736	3.4594316186373	1	10.9188632372746	11.8587580999354	3.90689059560852	1	1	1	8.59245703726808	1.58496250072116	4.32192809488736	8.81057163474115	1.58496250072116	2	7.36632221424582	7.99435343685886	1.58496250072116	2	1.58496250072116	3.4594316186373	2	1	1
MB-5335	2.32192809488736	4.24792751344359	9.07681559705083	2.8073549220576	7.4093909361377	7.25738784269265	5.16992500144231	2.58496250072116	4.32192809488736	3.16992500144231	7.03342300153745	3.90689059560852	6.12928301694497	9.34872815423108	3.90689059560852	4.4594316186373	9.88722061546838	9.36850646150769	7.43462822763672	4.16992500144231	4.16992500144231	5.4594316186373	3	1.58496250072116	2.58496250072116
MB-5135	1.58496250072116	5.93073733756289	10.4072677642447	2	8.33539035469392	7.95419631038687	4.08746284125034	1	1.58496250072116	1	5.4594316186373	1.58496250072116	4.24792751344359	11.4640351521899	3.4594316186373	3.32192809488736	5.70043971814109	10.4696418172395	1.58496250072116	2.58496250072116	3	5.58496250072116	2.32192809488736	1	1
MB-4880	1.58496250072116	7.2667865406949	6.18982455888002	3.70043971814109	9.2240016741981	10.3208005488816	5.20945336562895	4.52356195605701	3.70043971814109	5.75488750216347	8.34429590791582	5.90689059560852	5.28540221886225	1	5.04439411935845	4.58496250072116	8.16992500144231	8.09803208296053	2.8073549220576	4.52356195605701	4.70043971814109	5.32192809488736	3.58496250072116	3	3
MB-5057	2	3.32192809488736	10.7082217300384	3.58496250072116	10.729620743553	8.28540221886225	4.52356195605701	1.58496250072116	2.32192809488736	1	8.43045255166553	3.58496250072116	4.85798099512757	6.89481776330794	4.24792751344359	2.58496250072116	9.48179943166575	8.27146302790437	2.58496250072116	4.32192809488736	3.4594316186373	4.32192809488736	3	1	1
MB-5102	1.58496250072116	4	3.70043971814109	3.90689059560852	10.1421070573025	9.50581155391959	4.4594316186373	1.58496250072116	1.58496250072116	1.58496250072116	7.83920378809694	2.58496250072116	5.39231742277876	5.35755200461808	2.8073549220576	3.58496250072116	11.0265234425198	9.72451385311995	5.97727992349992	3.32192809488736	2.8073549220576	4.58496250072116	3.32192809488736	1	1
MB-6272	1.58496250072116	4.32192809488736	4.95419631038687	2.32192809488736	11.2585660338899	9.93663793900257	4.16992500144231	1.58496250072116	1.58496250072116	1.58496250072116	9.19229281447077	3.70043971814109	4.4594316186373	5.61470984411521	2.8073549220576	3	5.08746284125034	9.73470962022584	2.58496250072116	2.32192809488736	2.58496250072116	3.90689059560852	3	1	1
MB-6245	2	3.70043971814109	4.32192809488736	3.16992500144231	8.09803208296053	10.5401280385821	4.8073549220576	2.8073549220576	2.8073549220576	3.16992500144231	7.5077946401987	4.64385618977472	5.93073733756289	1	3.58496250072116	4.08746284125034	10.9879745242962	9.31288295528435	3.32192809488736	3.8073549220576	4.24792751344359	3.90689059560852	3.32192809488736	1	1
MB-4303	1.58496250072116	2.58496250072116	3.16992500144231	1	11.2149261879424	9.46352437327118	4.64385618977472	1.58496250072116	2	1.58496250072116	9.83447104998422	2.32192809488736	4.75488750216347	1	2.58496250072116	3.70043971814109	11.360298426618	8.39660478118186	2.8073549220576	2.58496250072116	3.16992500144231	4.4594316186373	3	1	1
MB-6055	1	7.29462074889163	7.43462822763672	1	11.9370059265166	12.0426853722194	4.32192809488736	1	1	1	10.3586512008929	1	3.16992500144231	6.98868468677217	1	1.58496250072116	3.16992500144231	7.6724253419715	1	1	1	2	1	1	1
MB-6336	1	7.35755200461808	3.8073549220576	2.32192809488736	9.70217268536555	11.0313565962557	5.61470984411521	1	3	2	9.21916852046216	2.8073549220576	6.94251450533924	7.94836723158468	2.32192809488736	2.8073549220576	3.70043971814109	8.44294349584873	2.32192809488736	3.32192809488736	3.4594316186373	4.39231742277876	2.32192809488736	1	1
MB-4351	2.8073549220576	4.08746284125034	4.08746284125034	5.70043971814109	8	9.99293833616581	6	4.85798099512757	4.52356195605701	4.75488750216347	7.23840473932508	5.12928301694497	5.32192809488736	3	5.12928301694497	4.58496250072116	7.25738784269265	8.09275714091985	3.90689059560852	4.70043971814109	5.61470984411521	5.85798099512757	5.93073733756289	3	3.58496250072116
MB-5208	2	8.65105169117893	5.16992500144231	2	10.0741414627525	10.9121408562957	6	1.58496250072116	2.32192809488736	2	7.5077946401987	2.32192809488736	5.35755200461808	5.58496250072116	4.4594316186373	3.32192809488736	4.75488750216347	8.48381577726426	8.12928301694497	6.68650052718322	2.8073549220576	5.4594316186373	2.8073549220576	1	1
MB-5440	1	8.36194377373524	9.04165915163721	1.58496250072116	12.7118820283521	11.6843103111243	3.32192809488736	1	1	1	8.70390357344466	1	8.66888498426625	1.58496250072116	1	1	4.52356195605701	10.047123912114	1	2.32192809488736	1	2.32192809488736	1	1	1
MB-5298	1	9.17492568250068	11.5425482623352	1	11.9102679558108	10.8564255286255	3	1	1	1	9.19475685442225	1	7.78790255939143	1	1	1.58496250072116	8.79766152585376	6.68650052718322	1	2.32192809488736	1	2.32192809488736	1.58496250072116	1	1
MB-6144	1	3.4594316186373	10.4858293087019	1	11.8097681287104	11.891403996665	3.32192809488736	1	2	1	8.23840473932508	1	7.81378119121704	7.76155123244448	1	1	4.08746284125034	7.76818432477693	1	1	1	2.32192809488736	1.58496250072116	1	1
MB-5346	7.16992500144231	6.58496250072116	7.53138146051631	1.58496250072116	10.8501868376458	10.3750394313469	4.4594316186373	1.58496250072116	2.32192809488736	2.58496250072116	8.1548181090521	2.8073549220576	8.95419631038687	3	3.32192809488736	3.4594316186373	4.16992500144231	8.49185309632967	2.58496250072116	3	2.8073549220576	4.90689059560852	3	1	1
MB-6178	1	5.64385618977472	4.24792751344359	1	11.2720465243899	10.9858419370033	4.85798099512757	1	1.58496250072116	1	8.88264304936184	2	5.78135971352466	9.04984854945056	3.90689059560852	2.58496250072116	5.4262647547021	8.19475685442225	3.16992500144231	2.58496250072116	1.58496250072116	3.58496250072116	1.58496250072116	1	1
MB-6062	1	6.08746284125034	4.95419631038687	1	12.9854861991046	12.527965641134	3	1	1	1	8.31741261376487	1	5.6724253419715	1.58496250072116	1	1	5.70043971814109	8.62205181945638	1	1	1	5.35755200461808	1	1	1
MB-4417	2.58496250072116	5.6724253419715	6.12928301694497	3.8073549220576	9.4898479604393	9.06608919045777	5.24792751344359	3.32192809488736	4.39231742277876	5	9.43879185257826	4.16992500144231	6.59991284218713	5.4594316186373	4.4594316186373	4.58496250072116	7.31288295528436	8.89481776330794	5.85798099512757	4.75488750216347	3.90689059560852	6.22881869049588	3.8073549220576	2	2
MB-4332	3	6.89481776330794	9.58120058192496	4.75488750216347	8.03342300153745	7.78790255939143	5.6724253419715	4.08746284125034	4.95419631038687	4.8073549220576	9.58496250072116	4.16992500144231	8.02790599656988	2.8073549220576	4.32192809488736	4.16992500144231	7.71424551766612	8.83605035505807	3.58496250072116	5.6724253419715	4.64385618977472	6.65821148275179	3.16992500144231	2.58496250072116	1.58496250072116
MB-7205	1	9.43879185257826	6.06608919045777	3.16992500144231	11.283088353024	9.91737207947684	4.90689059560852	1.58496250072116	2.32192809488736	1	8.22881869049588	2.32192809488736	6.68650052718322	5.85798099512757	3.70043971814109	3.16992500144231	8.38801728534514	9.06069593168755	5.90689059560852	2.32192809488736	2.58496250072116	3.8073549220576	2.32192809488736	1	1
MB-7159	3.16992500144231	5.88264304936184	8.98299357469431	4.4594316186373	4.4594316186373	4.58496250072116	5.61470984411521	4.64385618977472	4.08746284125034	5.28540221886225	6.55458885167764	5.12928301694497	8.18982455888002	7.13955135239879	5.16992500144231	4.39231742277876	10.4178525148859	7.09803208296053	4.39231742277876	4.70043971814109	5.58496250072116	4.70043971814109	4.70043971814109	2.8073549220576	4.32192809488736
MB-4354	2.58496250072116	4	4	3.70043971814109	8.87344411251538	10.3663222142458	5.12928301694497	4.08746284125034	4.24792751344359	4.8073549220576	7.31288295528436	4.90689059560852	4.75488750216347	2.32192809488736	5.12928301694497	4.90689059560852	4.24792751344359	9.1006623390052	3.32192809488736	4.75488750216347	5.16992500144231	4.8073549220576	5.08746284125034	4.24792751344359	2.32192809488736
MB-6143	2	7.58496250072116	10.1085244567782	2.58496250072116	7.4262647547021	5.83289001416474	4.64385618977472	2	2	2.32192809488736	8.57364718749332	2.8073549220576	5.7279204545632	11.6613327527952	5.32192809488736	3.8073549220576	5.52356195605701	8.41362792902417	1.58496250072116	3.8073549220576	3.70043971814109	4.08746284125034	3.16992500144231	1	1
MB-5148	3.16992500144231	4.39231742277876	3.58496250072116	4.16992500144231	6.65821148275179	7.82654848729092	5.39231742277876	3.4594316186373	4.16992500144231	4	6.4594316186373	4.52356195605701	4.85798099512757	11.3106127816595	4.16992500144231	4.70043971814109	4.39231742277876	7.65821148275179	4.64385618977472	4.16992500144231	4.16992500144231	5.08746284125034	4.85798099512757	3.4594316186373	2.8073549220576
MB-5225	1.58496250072116	7.78790255939143	3.16992500144231	2.58496250072116	10.2526654324502	10.3782948559119	4.75488750216347	1	1.58496250072116	1	7.96578428466209	3	6.78135971352466	10.4888443464573	4.16992500144231	2.8073549220576	4.58496250072116	7.92481250360578	3	2.58496250072116	3.16992500144231	4.90689059560852	3	1	1
MB-4024	1.58496250072116	4.8073549220576	9.77643303244473	2	9.60547951806167	8.72109918870719	4.52356195605701	2.8073549220576	2.58496250072116	2.32192809488736	9.35755200461808	3.58496250072116	4.95419631038687	8.14465824283188	3.4594316186373	3.4594316186373	4.24792751344359	10.7607199474656	2.8073549220576	3.4594316186373	4.64385618977472	3.90689059560852	2.8073549220576	1	1
MB-6242	2.32192809488736	5.04439411935845	6.06608919045777	4.32192809488736	10.8902642770211	9.70735913208088	4.8073549220576	1	2.32192809488736	2.58496250072116	9.32192809488736	3.4594316186373	6.56985560833095	6.39231742277876	3.70043971814109	3.58496250072116	3.90689059560852	6.65821148275179	2	3.58496250072116	4	5.08746284125034	3.70043971814109	1	1
MB-6237	2.32192809488736	6.62935662007961	4.08746284125034	5.08746284125034	10.2632692003727	10.4199601778479	4.70043971814109	2	2	1	6.08746284125034	3.70043971814109	5.49185309632967	5.61470984411521	4.32192809488736	4.16992500144231	8.71080643369935	9.04439411935845	3.70043971814109	3.32192809488736	3.4594316186373	4.95419631038687	3.16992500144231	1	1
MB-5173	2.58496250072116	7.11894107272351	4.85798099512757	5.16992500144231	9.36194377373524	6.22881869049588	5.08746284125034	3.58496250072116	3.8073549220576	3.70043971814109	9.39660478118186	4.58496250072116	6.32192809488736	7.97727992349992	7.09803208296053	4.39231742277876	7.97154355395077	8.97154355395077	4.90689059560852	3.90689059560852	4.8073549220576	6.7279204545632	3.58496250072116	2	3.4594316186373
MB-5162	4.4594316186373	5.39231742277876	4.16992500144231	5.49185309632967	4.52356195605701	6.28540221886225	5.04439411935845	4.95419631038687	4.08746284125034	4.08746284125034	6.75488750216347	5.08746284125034	6.61470984411521	8.86108690599539	4.64385618977472	4.32192809488736	4.39231742277876	9.73301532168596	3.90689059560852	4.58496250072116	5.12928301694497	6.33985000288462	4.24792751344359	4	3.58496250072116
MB-5235	2.58496250072116	9.2667865406949	8.89178370321831	2.32192809488736	6.12928301694497	7.85798099512757	4.95419631038687	3	8.9915218460757	3.16992500144231	6.70043971814109	4.24792751344359	8.49185309632967	4	4.58496250072116	4.08746284125034	6.58496250072116	8.02790599656988	2.58496250072116	5.4594316186373	4.39231742277876	4.90689059560852	3.90689059560852	1.58496250072116	1.58496250072116
MB-4931	1	6.78135971352466	2.58496250072116	1	11.1861142395416	12.9331373682567	4.58496250072116	1	1	1	7.63662462054365	1	6.35755200461808	1	1	1.58496250072116	5.08746284125034	8	1	1.58496250072116	1.58496250072116	2	1.58496250072116	1	1
MB-7045	2.58496250072116	5.08746284125034	3.90689059560852	1.58496250072116	10.1823943534045	9.75988818322183	4.70043971814109	2.8073549220576	2	3.8073549220576	5.85798099512757	3.32192809488736	5.61470984411521	8.95419631038687	3.90689059560852	3.4594316186373	5.08746284125034	7.2667865406949	3.4594316186373	3.32192809488736	4.32192809488736	4.4594316186373	3.4594316186373	1.58496250072116	2.8073549220576
MB-7049	2	6.28540221886225	11.0552824355012	2.58496250072116	4	5.20945336562895	5.08746284125034	2.8073549220576	3	2.8073549220576	5.12928301694497	3.32192809488736	7.39231742277876	7.56224242422107	3.70043971814109	3.90689059560852	4.24792751344359	8.59618975614441	3.4594316186373	3.58496250072116	4.16992500144231	4.24792751344359	3.16992500144231	1.58496250072116	1.58496250072116
MB-7031	1.58496250072116	10.1305705628054	10.2443638351205	1	9.93369065495223	6.08746284125034	3.90689059560852	1	5	1.58496250072116	7.62205181945638	1.58496250072116	8.43462822763673	5.55458885167764	4.16992500144231	2.8073549220576	10.9992953870234	8.16992500144231	1.58496250072116	4.8073549220576	1.58496250072116	4.24792751344359	2	1	1
MB-7078	4.64385618977472	7.59245703726808	3.8073549220576	4	9.58308276750293	7.24792751344359	5.12928301694497	2.8073549220576	3	3.16992500144231	4.95419631038687	4.08746284125034	5.24792751344359	10.1254134704833	3.4594316186373	4	7.467605550083	9.07948478382682	2.8073549220576	5.88264304936184	4.24792751344359	5.39231742277876	3.32192809488736	1.58496250072116	2.32192809488736
MB-7038	4.08746284125034	5.7279204545632	6.22881869049588	3.32192809488736	6.78135971352466	8.66533591718518	4.75488750216347	4.16992500144231	3	4.16992500144231	7.02236781302845	4.4594316186373	7.03342300153745	9.09275714091985	5.08746284125034	5.35755200461808	9.11634396123747	7.81378119121704	3.70043971814109	4.58496250072116	4.8073549220576	4.64385618977472	4	2.8073549220576	5.32192809488736
MB-0399	2.58496250072116	5.83289001416474	3.70043971814109	3	10.0014081943928	9.56033283421244	5.04439411935845	2.8073549220576	4.08746284125034	3.4594316186373	4.95419631038687	3.58496250072116	5.55458885167764	8.58496250072116	4.4594316186373	3.8073549220576	5.90689059560852	7.70735913208088	4.8073549220576	4.24792751344359	4	6.06608919045777	3.58496250072116	1.58496250072116	2
MB-0265	6.8073549220576	3	2.58496250072116	1	11.8707500033461	11.8372337003391	3.70043971814109	1	1	1	6.79441586635011	1	3.32192809488736	7.13955135239879	1	2.32192809488736	3.58496250072116	6.02236781302845	1.58496250072116	1	1.58496250072116	3.32192809488736	2.32192809488736	1	1
MB-0191	1	6.74146698640115	2.32192809488736	1	11.2419831496943	10.769011321097	3.70043971814109	1.58496250072116	1	1	7.52356195605701	1	5.12928301694497	10.5887146355823	2	2	5.88264304936184	8.22881869049588	1.58496250072116	2.58496250072116	2	4.4594316186373	2	1	1
MB-0558	1	5.08746284125034	7.01122725542325	7.06608919045777	10.8556471660273	9.94982671075911	4.24792751344359	1.58496250072116	1.58496250072116	2	6.55458885167764	2.32192809488736	8.06608919045777	8.64385618977473	4	2.8073549220576	4	9.84862294042934	2	3.16992500144231	2.58496250072116	5.28540221886225	2.58496250072116	1	1
MB-0639	2.58496250072116	8.82017896241519	7.97154355395077	2.8073549220576	6.89481776330794	6.12928301694497	4.39231742277876	2.32192809488736	2	3	5.85798099512757	4.70043971814109	8.93073733756289	10.8415643477306	5.16992500144231	3.8073549220576	6.82017896241519	8.10852445677817	2.58496250072116	4.52356195605701	4	5.95419631038687	3	1	2
MB-0318	1	1.58496250072116	12.8179829271957	1	2.58496250072116	4.08746284125034	3.4594316186373	1	1	1	2.58496250072116	1	3.8073549220576	4.64385618977472	1	1.58496250072116	7.4757334309664	5.85798099512757	1	1.58496250072116	1	2.58496250072116	1.58496250072116	1	1
MB-6251	3.8073549220576	5.39231742277876	5.58496250072116	4.64385618977472	9.08480838780436	7.55458885167764	5.4262647547021	4.70043971814109	5	5.39231742277876	6.4093909361377	4.58496250072116	5.24792751344359	8.07681559705083	4.90689059560852	4.90689059560852	5.7279204545632	9.00281501560705	3.4594316186373	5.04439411935845	5.32192809488736	6.28540221886225	3.90689059560852	3.4594316186373	3.58496250072116
MB-0489	2.58496250072116	3.70043971814109	5.12928301694497	2.58496250072116	6.10852445677817	8.06608919045777	5.28540221886225	3	7.85174904141606	2.32192809488736	9.68474862042163	3.16992500144231	5.32192809488736	11.4737057496194	3.90689059560852	3.70043971814109	5.85798099512757	7.12928301694497	3.4594316186373	4.08746284125034	4.16992500144231	4.70043971814109	3.32192809488736	1.58496250072116	1.58496250072116
MB-5450	1.58496250072116	9.319672120947	9.06339508128851	3.16992500144231	11.4517262680745	10.8305152069768	3.90689059560852	1	8.02236781302845	1.58496250072116	9.70908381255034	2	6.4594316186373	1	4.08746284125034	2.8073549220576	4.39231742277876	8.51569983828404	1.58496250072116	3.16992500144231	3	4.75488750216347	2.32192809488736	1	1
MB-5155	4	5.12928301694497	4.85798099512757	4.90689059560852	6.4594316186373	6.64385618977472	5.83289001416474	5.20945336562895	4.75488750216347	5.7279204545632	6	5.6724253419715	6.10852445677817	7.56985560833095	6.14974711950468	5.49185309632967	6.02236781302845	9.67771964164101	4.24792751344359	5.12928301694497	6.18982455888002	6	5.28540221886225	4.8073549220576	4.75488750216347
MB-0100	1.58496250072116	7.95419631038687	11.5038257379958	1	9.49984588708321	8.87344411251538	4.16992500144231	1	2	1	8.23840473932508	1	5.12928301694497	9.57742882803575	4.24792751344359	2.58496250072116	3.4594316186373	6.52356195605701	1.58496250072116	2.8073549220576	2.32192809488736	3	1.58496250072116	1	1
MB-5572	1	6.12928301694497	6.3037807481771	1	11.3782948559119	12.9140113285413	3	1	1	1	9.34429590791582	1	4.64385618977472	8.28540221886225	1	1	4.85798099512757	8.23840473932508	1	1	1	1.58496250072116	1.58496250072116	1	1
MB-5655	2.32192809488736	6.14974711950468	7.91886323727459	2.32192809488736	9.65463602852797	7.4178525148859	4.85798099512757	1.58496250072116	5	2.32192809488736	7.467605550083	2.58496250072116	5.97727992349992	8.66177809777199	5.58496250072116	3.70043971814109	7.97727992349992	10.5313814605163	3	4.64385618977472	4.32192809488736	5.4594316186373	3	1.58496250072116	1.58496250072116
MB-5577	2.32192809488736	3.58496250072116	2.32192809488736	1	11.3487281542311	12.5343028824546	5.7279204545632	1	1	1	7.53915881110803	1	3.32192809488736	8.65463602852797	1	1	6.4757334309664	6.12928301694497	2.58496250072116	1	1.58496250072116	2.32192809488736	1.58496250072116	1	1
MB-0200	2	8.90388184573618	9.62021982550749	6.74146698640115	9.27844945822048	5.58496250072116	4.58496250072116	2.32192809488736	2.32192809488736	2	8.56224242422107	3	8.39660478118186	9.29691620687929	3	3.4594316186373	9.51569983828404	8.36632221424582	2.58496250072116	3.32192809488736	3.70043971814109	4.90689059560852	3	1	2
MB-5633	1	4.58496250072116	3.58496250072116	1	11.6073303137496	10.9255544398736	4	1	1	1	9.16992500144231	1	4.16992500144231	10.3376219019925	1	2.32192809488736	5.78135971352466	8.79441586635011	1	1.58496250072116	1	3	1.58496250072116	1	1
MB-0278	3	3.8073549220576	9.30606168942834	4	5.6724253419715	4.90689059560852	5.4594316186373	4.58496250072116	4.64385618977472	3.8073549220576	4.75488750216347	4	8.04984854945056	9.90989308377004	4.75488750216347	4.70043971814109	9.22641219278879	7.75488750216347	4.85798099512757	5.16992500144231	5.52356195605701	5.12928301694497	4.16992500144231	2.58496250072116	2.58496250072116
MB-0627	1.58496250072116	2.32192809488736	3.16992500144231	3	10.9908130791536	11.2348174311173	4	1	1.58496250072116	1	7.96000193206808	1.58496250072116	4.52356195605701	8.08214904135387	4.08746284125034	2.58496250072116	8.59618975614441	8.31288295528435	6.96578428466209	2	3.4594316186373	3.70043971814109	2.32192809488736	1	1
MB-0634	8.45121111183233	4.24792751344359	4.58496250072116	4.75488750216347	7.96000193206808	7.62205181945638	5.49185309632967	5.20945336562895	4.8073549220576	4.70043971814109	9.3264294871223	4.64385618977472	5.08746284125034	7.39231742277876	5.08746284125034	5.70043971814109	4.4594316186373	8.37503943134693	4.4594316186373	5.28540221886225	5.4594316186373	4.85798099512757	4.4594316186373	3.70043971814109	3.90689059560852
MB-5624	1.58496250072116	4	10.3353903546939	1	9.20945336562895	9.71938882094208	4.24792751344359	1.58496250072116	1.58496250072116	1.58496250072116	8.27146302790437	2	8.38801728534514	10.742309436084	2.32192809488736	2.32192809488736	5.6724253419715	7.4178525148859	2.32192809488736	2.32192809488736	2.58496250072116	3.58496250072116	2.32192809488736	1	1
MB-5566	1.58496250072116	4.08746284125034	10.2877123795494	1	7.97727992349992	7.32192809488736	4.90689059560852	2.32192809488736	2.32192809488736	1.58496250072116	7.84549005094437	3.16992500144231	4.70043971814109	10.3641346550081	3.8073549220576	3.16992500144231	8.81378119121704	10.4125698468052	3.16992500144231	3.58496250072116	4.24792751344359	4.24792751344359	2.8073549220576	1	1
MB-0127	2.32192809488736	2.8073549220576	3.32192809488736	2.58496250072116	8.467605550083	7.40087943628218	4.90689059560852	2.32192809488736	2.58496250072116	2.58496250072116	5.28540221886225	2.58496250072116	5.58496250072116	11.8253563414793	2.8073549220576	2.8073549220576	5	8.76818432477693	7.02236781302845	3	3.90689059560852	5.55458885167764	4.16992500144231	1.58496250072116	2
MB-0414	1	4.95419631038687	9.30833903013941	1	12.1978309980122	10.6960981709559	3	1	1	1	8.85174904141606	1	6.32192809488736	7.13955135239879	1.58496250072116	1.58496250072116	7.4757334309664	10.2807707701306	1.58496250072116	1	1.58496250072116	3	1.58496250072116	1	1
MB-0259	1.58496250072116	9.40087943628218	10.8986013874039	1	10.0402897210257	5.88264304936184	4.08746284125034	1.58496250072116	1	1	8.46352437327118	1.58496250072116	8.95710204156229	7.62205181945638	6	2.58496250072116	4.95419631038687	10.3286749273279	9.41151098801207	2.32192809488736	2	4.16992500144231	2.32192809488736	1	1
MB-0396	1	8.13442632022093	6.52356195605701	2.32192809488736	11.5840229402575	11.2057932493972	4.08746284125034	1	1	1	7.06608919045777	1.58496250072116	7	3.90689059560852	4.64385618977472	2.58496250072116	9.23122118071119	9.19967234483636	1.58496250072116	2	1	3.70043971814109	1.58496250072116	1	1
MB-0874	1.58496250072116	9.4241662888181	9.79766152585376	4.52356195605701	10.2455527062557	6.96578428466209	3.58496250072116	1	1	1	7.82017896241519	1.58496250072116	8.15987133677839	8.64385618977473	2.8073549220576	2.8073549220576	9.3151495622563	10.496853777388	2.32192809488736	3.32192809488736	2.32192809488736	5.32192809488736	2.32192809488736	1	1
MB-0179	1.58496250072116	3.32192809488736	3.16992500144231	1	11.1337844091799	11.4062050054189	4.16992500144231	1	1	1	10.3003525603282	1.58496250072116	4.08746284125034	8.11374216604919	1	2.32192809488736	6.59991284218713	7.25738784269265	2.58496250072116	2	1.58496250072116	3.16992500144231	1.58496250072116	1	1
MB-0269	3.58496250072116	4.39231742277876	3.70043971814109	7.91288933622996	7.73470962022584	7.70043971814109	4.08746284125034	2.32192809488736	2	2.32192809488736	5.8073549220576	3.8073549220576	4.85798099512757	11.8680508537452	2.58496250072116	3.58496250072116	4.95419631038687	10.0168082876866	2.32192809488736	3.16992500144231	3.32192809488736	6.89481776330794	2.8073549220576	1	1
MB-0582	2.8073549220576	3.8073549220576	10.286557761608	5.6724253419715	9.868822554775	7.8703647195834	4.90689059560852	3.32192809488736	3.16992500144231	3.70043971814109	4.95419631038687	3.16992500144231	5	5.32192809488736	4.08746284125034	3.58496250072116	5.88264304936184	10.1861142395416	3.8073549220576	4.52356195605701	4.08746284125034	5.24792751344359	3.16992500144231	2	1.58496250072116
